Matches for frag_eroded_0.png:
Distance: 9.0, TrainIdx: 503, QueryIdx: 475
Distance: 41.0, TrainIdx: 434, QueryIdx: 73
Distance: 44.0, TrainIdx: 214, QueryIdx: 797
Distance: 48.0, TrainIdx: 404, QueryIdx: 165
Distance: 48.0, TrainIdx: 445, QueryIdx: 383
Distance: 48.0, TrainIdx: 337, QueryIdx: 1026
Distance: 50.0, TrainIdx: 201, QueryIdx: 519
Distance: 51.0, TrainIdx: 7, QueryIdx: 61
Distance: 51.0, TrainIdx: 247, QueryIdx: 248
Distance: 51.0, TrainIdx: 264, QueryIdx: 395
Distance: 52.0, TrainIdx: 326, QueryIdx: 66

Matches for frag_eroded_202.png:
Distance: 49.0, TrainIdx: 28, QueryIdx: 39
Distance: 52.0, TrainIdx: 142, QueryIdx: 165
Distance: 52.0, TrainIdx: 238, QueryIdx: 638
Distance: 53.0, TrainIdx: 65, QueryIdx: 466
Distance: 53.0, TrainIdx: 94, QueryIdx: 729
Distance: 54.0, TrainIdx: 261, QueryIdx: 541
Distance: 54.0, TrainIdx: 206, QueryIdx: 876
Distance: 55.0, TrainIdx: 225, QueryIdx: 131
Distance: 55.0, TrainIdx: 93, QueryIdx: 439
Distance: 55.0, TrainIdx: 23, QueryIdx: 946

Matches for frag_eroded_203.png:
Distance: 52.0, TrainIdx: 164, QueryIdx: 131
Distance: 52.0, TrainIdx: 19, QueryIdx: 462
Distance: 53.0, TrainIdx: 194, QueryIdx: 136
Distance: 54.0, TrainIdx: 72, QueryIdx: 383
Distance: 57.0, TrainIdx: 132, QueryIdx: 548
Distance: 60.0, TrainIdx: 183, QueryIdx: 215
Distance: 60.0, TrainIdx: 93, QueryIdx: 518
Distance: 60.0, TrainIdx: 90, QueryIdx: 905
Distance: 61.0, TrainIdx: 119, QueryIdx: 581
Distance: 62.0, TrainIdx: 22, QueryIdx: 739

Matches for frag_eroded_204.png:
Distance: 48.0, TrainIdx: 222, QueryIdx: 901
Distance: 49.0, TrainIdx: 306, QueryIdx: 425
Distance: 51.0, TrainIdx: 62, QueryIdx: 123
Distance: 51.0, TrainIdx: 301, QueryIdx: 131
Distance: 53.0, TrainIdx: 219, QueryIdx: 383
Distance: 53.0, TrainIdx: 307, QueryIdx: 702
Distance: 54.0, TrainIdx: 257, QueryIdx: 609
Distance: 55.0, TrainIdx: 224, QueryIdx: 165
Distance: 55.0, TrainIdx: 166, QueryIdx: 352
Distance: 55.0, TrainIdx: 99, QueryIdx: 391

Matches for frag_eroded_205.png:
Distance: 48.0, TrainIdx: 490, QueryIdx: 548
Distance: 51.0, TrainIdx: 453, QueryIdx: 625
Distance: 51.0, TrainIdx: 409, QueryIdx: 780
Distance: 52.0, TrainIdx: 469, QueryIdx: 165
Distance: 52.0, TrainIdx: 55, QueryIdx: 797
Distance: 53.0, TrainIdx: 310, QueryIdx: 869
Distance: 54.0, TrainIdx: 294, QueryIdx: 968
Distance: 55.0, TrainIdx: 163, QueryIdx: 381
Distance: 55.0, TrainIdx: 375, QueryIdx: 586
Distance: 56.0, TrainIdx: 154, QueryIdx: 462

Matches for frag_eroded_206.png:
Distance: 50.0, TrainIdx: 129, QueryIdx: 462
Distance: 54.0, TrainIdx: 269, QueryIdx: 131
Distance: 54.0, TrainIdx: 227, QueryIdx: 910
Distance: 56.0, TrainIdx: 201, QueryIdx: 216
Distance: 59.0, TrainIdx: 243, QueryIdx: 541
Distance: 60.0, TrainIdx: 11, QueryIdx: 84
Distance: 60.0, TrainIdx: 49, QueryIdx: 316
Distance: 60.0, TrainIdx: 73, QueryIdx: 433
Distance: 60.0, TrainIdx: 255, QueryIdx: 548
Distance: 60.0, TrainIdx: 265, QueryIdx: 869

Matches for frag_eroded_207.png:
Distance: 39.0, TrainIdx: 23, QueryIdx: 413
Distance: 44.0, TrainIdx: 216, QueryIdx: 485
Distance: 49.0, TrainIdx: 203, QueryIdx: 925
Distance: 49.0, TrainIdx: 42, QueryIdx: 930
Distance: 52.0, TrainIdx: 25, QueryIdx: 245
Distance: 52.0, TrainIdx: 531, QueryIdx: 341
Distance: 52.0, TrainIdx: 418, QueryIdx: 932
Distance: 53.0, TrainIdx: 604, QueryIdx: 186
Distance: 53.0, TrainIdx: 573, QueryIdx: 541
Distance: 53.0, TrainIdx: 17, QueryIdx: 651

Matches for frag_eroded_208.png:
Distance: 49.0, TrainIdx: 388, QueryIdx: 634
Distance: 50.0, TrainIdx: 440, QueryIdx: 548
Distance: 51.0, TrainIdx: 58, QueryIdx: 926
Distance: 52.0, TrainIdx: 376, QueryIdx: 131
Distance: 52.0, TrainIdx: 36, QueryIdx: 462
Distance: 54.0, TrainIdx: 417, QueryIdx: 136
Distance: 54.0, TrainIdx: 64, QueryIdx: 308
Distance: 54.0, TrainIdx: 444, QueryIdx: 519
Distance: 55.0, TrainIdx: 385, QueryIdx: 541
Distance: 55.0, TrainIdx: 374, QueryIdx: 651

Matches for frag_eroded_209.png:
Distance: 50.0, TrainIdx: 45, QueryIdx: 421
Distance: 54.0, TrainIdx: 203, QueryIdx: 541
Distance: 54.0, TrainIdx: 50, QueryIdx: 581
Distance: 55.0, TrainIdx: 48, QueryIdx: 901
Distance: 58.0, TrainIdx: 214, QueryIdx: 131
Distance: 58.0, TrainIdx: 194, QueryIdx: 425
Distance: 58.0, TrainIdx: 52, QueryIdx: 923
Distance: 59.0, TrainIdx: 10, QueryIdx: 383
Distance: 62.0, TrainIdx: 37, QueryIdx: 811
Distance: 63.0, TrainIdx: 92, QueryIdx: 216

Matches for frag_eroded_21.png:
Distance: 48.0, TrainIdx: 250, QueryIdx: 462
Distance: 48.0, TrainIdx: 356, QueryIdx: 548
Distance: 49.0, TrainIdx: 43, QueryIdx: 165
Distance: 50.0, TrainIdx: 21, QueryIdx: 729
Distance: 51.0, TrainIdx: 243, QueryIdx: 52
Distance: 51.0, TrainIdx: 324, QueryIdx: 383
Distance: 52.0, TrainIdx: 154, QueryIdx: 248
Distance: 52.0, TrainIdx: 230, QueryIdx: 689
Distance: 54.0, TrainIdx: 361, QueryIdx: 131
Distance: 54.0, TrainIdx: 171, QueryIdx: 272

Matches for frag_eroded_210.png:
Distance: 53.0, TrainIdx: 85, QueryIdx: 131
Distance: 57.0, TrainIdx: 116, QueryIdx: 541
Distance: 58.0, TrainIdx: 133, QueryIdx: 136
Distance: 61.0, TrainIdx: 9, QueryIdx: 910
Distance: 63.0, TrainIdx: 106, QueryIdx: 425
Distance: 64.0, TrainIdx: 8, QueryIdx: 383
Distance: 64.0, TrainIdx: 22, QueryIdx: 462
Distance: 65.0, TrainIdx: 37, QueryIdx: 968
Distance: 67.0, TrainIdx: 114, QueryIdx: 471
Distance: 68.0, TrainIdx: 92, QueryIdx: 72

Matches for frag_eroded_211.png:
Distance: 44.0, TrainIdx: 113, QueryIdx: 165
Distance: 45.0, TrainIdx: 118, QueryIdx: 383
Distance: 46.0, TrainIdx: 189, QueryIdx: 548
Distance: 46.0, TrainIdx: 75, QueryIdx: 896
Distance: 47.0, TrainIdx: 231, QueryIdx: 2
Distance: 49.0, TrainIdx: 38, QueryIdx: 403
Distance: 50.0, TrainIdx: 282, QueryIdx: 131
Distance: 50.0, TrainIdx: 10, QueryIdx: 869
Distance: 52.0, TrainIdx: 52, QueryIdx: 245
Distance: 52.0, TrainIdx: 304, QueryIdx: 381

Matches for frag_eroded_212.png:
Distance: 46.0, TrainIdx: 422, QueryIdx: 541
Distance: 46.0, TrainIdx: 412, QueryIdx: 910
Distance: 47.0, TrainIdx: 319, QueryIdx: 1007
Distance: 49.0, TrainIdx: 323, QueryIdx: 219
Distance: 50.0, TrainIdx: 25, QueryIdx: 165
Distance: 50.0, TrainIdx: 366, QueryIdx: 327
Distance: 50.0, TrainIdx: 135, QueryIdx: 730
Distance: 51.0, TrainIdx: 159, QueryIdx: 2
Distance: 51.0, TrainIdx: 204, QueryIdx: 876
Distance: 52.0, TrainIdx: 169, QueryIdx: 246

Matches for frag_eroded_213.png:
Distance: 47.0, TrainIdx: 294, QueryIdx: 540
Distance: 48.0, TrainIdx: 40, QueryIdx: 462
Distance: 51.0, TrainIdx: 259, QueryIdx: 165
Distance: 51.0, TrainIdx: 244, QueryIdx: 538
Distance: 51.0, TrainIdx: 408, QueryIdx: 901
Distance: 53.0, TrainIdx: 10, QueryIdx: 275
Distance: 53.0, TrainIdx: 54, QueryIdx: 695
Distance: 54.0, TrainIdx: 529, QueryIdx: 403
Distance: 55.0, TrainIdx: 539, QueryIdx: 2
Distance: 55.0, TrainIdx: 654, QueryIdx: 186

Matches for frag_eroded_214.png:
Distance: 43.0, TrainIdx: 258, QueryIdx: 2
Distance: 46.0, TrainIdx: 21, QueryIdx: 214
Distance: 47.0, TrainIdx: 211, QueryIdx: 1015
Distance: 49.0, TrainIdx: 338, QueryIdx: 694
Distance: 50.0, TrainIdx: 3, QueryIdx: 383
Distance: 50.0, TrainIdx: 1, QueryIdx: 548
Distance: 50.0, TrainIdx: 424, QueryIdx: 656
Distance: 51.0, TrainIdx: 36, QueryIdx: 320
Distance: 51.0, TrainIdx: 28, QueryIdx: 354
Distance: 51.0, TrainIdx: 133, QueryIdx: 1021

Matches for frag_eroded_215.png:
Distance: 40.0, TrainIdx: 362, QueryIdx: 165
Distance: 42.0, TrainIdx: 136, QueryIdx: 383
Distance: 45.0, TrainIdx: 213, QueryIdx: 631
Distance: 46.0, TrainIdx: 255, QueryIdx: 133
Distance: 46.0, TrainIdx: 320, QueryIdx: 342
Distance: 46.0, TrainIdx: 13, QueryIdx: 403
Distance: 50.0, TrainIdx: 266, QueryIdx: 201
Distance: 50.0, TrainIdx: 218, QueryIdx: 548
Distance: 51.0, TrainIdx: 193, QueryIdx: 61
Distance: 51.0, TrainIdx: 185, QueryIdx: 123

Matches for frag_eroded_216.png:
Distance: 51.0, TrainIdx: 108, QueryIdx: 433
Distance: 54.0, TrainIdx: 206, QueryIdx: 131
Distance: 59.0, TrainIdx: 3, QueryIdx: 383
Distance: 59.0, TrainIdx: 81, QueryIdx: 968
Distance: 62.0, TrainIdx: 53, QueryIdx: 379
Distance: 62.0, TrainIdx: 132, QueryIdx: 921
Distance: 62.0, TrainIdx: 212, QueryIdx: 951
Distance: 63.0, TrainIdx: 190, QueryIdx: 548
Distance: 63.0, TrainIdx: 189, QueryIdx: 869
Distance: 63.0, TrainIdx: 185, QueryIdx: 974

Matches for frag_eroded_217.png:
Distance: 53.0, TrainIdx: 111, QueryIdx: 383
Distance: 54.0, TrainIdx: 300, QueryIdx: 602
Distance: 55.0, TrainIdx: 283, QueryIdx: 136
Distance: 55.0, TrainIdx: 251, QueryIdx: 499
Distance: 56.0, TrainIdx: 293, QueryIdx: 131
Distance: 56.0, TrainIdx: 220, QueryIdx: 548
Distance: 56.0, TrainIdx: 274, QueryIdx: 974
Distance: 57.0, TrainIdx: 53, QueryIdx: 766
Distance: 58.0, TrainIdx: 278, QueryIdx: 341
Distance: 58.0, TrainIdx: 70, QueryIdx: 488

Matches for frag_eroded_218.png:
Distance: 52.0, TrainIdx: 226, QueryIdx: 136
Distance: 52.0, TrainIdx: 117, QueryIdx: 383
Distance: 53.0, TrainIdx: 159, QueryIdx: 499
Distance: 53.0, TrainIdx: 128, QueryIdx: 946
Distance: 54.0, TrainIdx: 106, QueryIdx: 1020
Distance: 55.0, TrainIdx: 138, QueryIdx: 215
Distance: 56.0, TrainIdx: 173, QueryIdx: 2
Distance: 56.0, TrainIdx: 205, QueryIdx: 131
Distance: 56.0, TrainIdx: 2, QueryIdx: 462
Distance: 56.0, TrainIdx: 203, QueryIdx: 541

Matches for frag_eroded_219.png:
Distance: 43.0, TrainIdx: 236, QueryIdx: 327
Distance: 45.0, TrainIdx: 327, QueryIdx: 682
Distance: 46.0, TrainIdx: 260, QueryIdx: 570
Distance: 46.0, TrainIdx: 3, QueryIdx: 871
Distance: 47.0, TrainIdx: 74, QueryIdx: 341
Distance: 48.0, TrainIdx: 155, QueryIdx: 52
Distance: 50.0, TrainIdx: 233, QueryIdx: 390
Distance: 50.0, TrainIdx: 301, QueryIdx: 779
Distance: 50.0, TrainIdx: 527, QueryIdx: 869
Distance: 51.0, TrainIdx: 437, QueryIdx: 321

Matches for frag_eroded_22.png:
Distance: 45.0, TrainIdx: 308, QueryIdx: 518
Distance: 46.0, TrainIdx: 413, QueryIdx: 826
Distance: 48.0, TrainIdx: 44, QueryIdx: 457
Distance: 48.0, TrainIdx: 220, QueryIdx: 977
Distance: 49.0, TrainIdx: 210, QueryIdx: 729
Distance: 49.0, TrainIdx: 213, QueryIdx: 779
Distance: 50.0, TrainIdx: 366, QueryIdx: 410
Distance: 50.0, TrainIdx: 88, QueryIdx: 876
Distance: 51.0, TrainIdx: 87, QueryIdx: 4
Distance: 51.0, TrainIdx: 460, QueryIdx: 131

Matches for frag_eroded_220.png:
Distance: 56.0, TrainIdx: 222, QueryIdx: 541
Distance: 56.0, TrainIdx: 50, QueryIdx: 816
Distance: 57.0, TrainIdx: 22, QueryIdx: 1026
Distance: 58.0, TrainIdx: 34, QueryIdx: 14
Distance: 58.0, TrainIdx: 218, QueryIdx: 131
Distance: 59.0, TrainIdx: 48, QueryIdx: 462
Distance: 60.0, TrainIdx: 151, QueryIdx: 242
Distance: 60.0, TrainIdx: 212, QueryIdx: 425
Distance: 61.0, TrainIdx: 8, QueryIdx: 216
Distance: 61.0, TrainIdx: 3, QueryIdx: 248

Matches for frag_eroded_221.png:
Distance: 49.0, TrainIdx: 172, QueryIdx: 131
Distance: 53.0, TrainIdx: 176, QueryIdx: 906
Distance: 56.0, TrainIdx: 32, QueryIdx: 980
Distance: 57.0, TrainIdx: 188, QueryIdx: 193
Distance: 57.0, TrainIdx: 6, QueryIdx: 383
Distance: 57.0, TrainIdx: 83, QueryIdx: 1026
Distance: 58.0, TrainIdx: 143, QueryIdx: 518
Distance: 59.0, TrainIdx: 157, QueryIdx: 548
Distance: 59.0, TrainIdx: 28, QueryIdx: 811
Distance: 60.0, TrainIdx: 190, QueryIdx: 541

Matches for frag_eroded_222.png:
Distance: 51.0, TrainIdx: 147, QueryIdx: 131
Distance: 53.0, TrainIdx: 192, QueryIdx: 425
Distance: 53.0, TrainIdx: 243, QueryIdx: 548
Distance: 53.0, TrainIdx: 79, QueryIdx: 854
Distance: 55.0, TrainIdx: 59, QueryIdx: 433
Distance: 55.0, TrainIdx: 240, QueryIdx: 703
Distance: 56.0, TrainIdx: 21, QueryIdx: 711
Distance: 56.0, TrainIdx: 139, QueryIdx: 882
Distance: 57.0, TrainIdx: 55, QueryIdx: 462
Distance: 57.0, TrainIdx: 200, QueryIdx: 869

Matches for frag_eroded_223.png:
Distance: 49.0, TrainIdx: 329, QueryIdx: 131
Distance: 49.0, TrainIdx: 175, QueryIdx: 410
Distance: 50.0, TrainIdx: 107, QueryIdx: 341
Distance: 50.0, TrainIdx: 331, QueryIdx: 548
Distance: 50.0, TrainIdx: 105, QueryIdx: 780
Distance: 50.0, TrainIdx: 185, QueryIdx: 871
Distance: 52.0, TrainIdx: 220, QueryIdx: 52
Distance: 52.0, TrainIdx: 272, QueryIdx: 304
Distance: 53.0, TrainIdx: 125, QueryIdx: 383
Distance: 53.0, TrainIdx: 285, QueryIdx: 694

Matches for frag_eroded_224.png:
Distance: 48.0, TrainIdx: 74, QueryIdx: 765
Distance: 49.0, TrainIdx: 8, QueryIdx: 381
Distance: 52.0, TrainIdx: 242, QueryIdx: 131
Distance: 52.0, TrainIdx: 64, QueryIdx: 278
Distance: 54.0, TrainIdx: 87, QueryIdx: 72
Distance: 55.0, TrainIdx: 193, QueryIdx: 425
Distance: 56.0, TrainIdx: 81, QueryIdx: 383
Distance: 56.0, TrainIdx: 80, QueryIdx: 462
Distance: 56.0, TrainIdx: 266, QueryIdx: 541
Distance: 56.0, TrainIdx: 216, QueryIdx: 876

Matches for frag_eroded_225.png:
Distance: 50.0, TrainIdx: 237, QueryIdx: 131
Distance: 56.0, TrainIdx: 80, QueryIdx: 383
Distance: 56.0, TrainIdx: 165, QueryIdx: 876
Distance: 56.0, TrainIdx: 194, QueryIdx: 910
Distance: 57.0, TrainIdx: 270, QueryIdx: 186
Distance: 57.0, TrainIdx: 267, QueryIdx: 356
Distance: 58.0, TrainIdx: 265, QueryIdx: 501
Distance: 58.0, TrainIdx: 48, QueryIdx: 940
Distance: 58.0, TrainIdx: 161, QueryIdx: 941
Distance: 60.0, TrainIdx: 15, QueryIdx: 1026

Matches for frag_eroded_226.png:
Distance: 54.0, TrainIdx: 53, QueryIdx: 383
Distance: 55.0, TrainIdx: 16, QueryIdx: 165
Distance: 56.0, TrainIdx: 167, QueryIdx: 131
Distance: 56.0, TrainIdx: 79, QueryIdx: 386
Distance: 56.0, TrainIdx: 49, QueryIdx: 462
Distance: 58.0, TrainIdx: 38, QueryIdx: 796
Distance: 60.0, TrainIdx: 184, QueryIdx: 54
Distance: 60.0, TrainIdx: 101, QueryIdx: 143
Distance: 60.0, TrainIdx: 185, QueryIdx: 318
Distance: 61.0, TrainIdx: 145, QueryIdx: 906

Matches for frag_eroded_227.png:
Distance: 54.0, TrainIdx: 59, QueryIdx: 941
Distance: 56.0, TrainIdx: 259, QueryIdx: 131
Distance: 58.0, TrainIdx: 270, QueryIdx: 186
Distance: 59.0, TrainIdx: 267, QueryIdx: 356
Distance: 59.0, TrainIdx: 213, QueryIdx: 425
Distance: 59.0, TrainIdx: 252, QueryIdx: 541
Distance: 60.0, TrainIdx: 5, QueryIdx: 468
Distance: 60.0, TrainIdx: 266, QueryIdx: 501
Distance: 60.0, TrainIdx: 269, QueryIdx: 712
Distance: 60.0, TrainIdx: 121, QueryIdx: 898

Matches for frag_eroded_228.png:
Distance: 50.0, TrainIdx: 178, QueryIdx: 1026
Distance: 51.0, TrainIdx: 182, QueryIdx: 165
Distance: 51.0, TrainIdx: 235, QueryIdx: 548
Distance: 53.0, TrainIdx: 211, QueryIdx: 381
Distance: 53.0, TrainIdx: 157, QueryIdx: 383
Distance: 53.0, TrainIdx: 243, QueryIdx: 425
Distance: 54.0, TrainIdx: 190, QueryIdx: 131
Distance: 54.0, TrainIdx: 202, QueryIdx: 780
Distance: 56.0, TrainIdx: 1, QueryIdx: 462
Distance: 56.0, TrainIdx: 200, QueryIdx: 617

Matches for frag_eroded_229.png:
Distance: 45.0, TrainIdx: 202, QueryIdx: 978
Distance: 51.0, TrainIdx: 149, QueryIdx: 729
Distance: 51.0, TrainIdx: 196, QueryIdx: 876
Distance: 53.0, TrainIdx: 7, QueryIdx: 464
Distance: 53.0, TrainIdx: 105, QueryIdx: 885
Distance: 53.0, TrainIdx: 152, QueryIdx: 1026
Distance: 54.0, TrainIdx: 98, QueryIdx: 381
Distance: 54.0, TrainIdx: 183, QueryIdx: 770
Distance: 54.0, TrainIdx: 6, QueryIdx: 797
Distance: 55.0, TrainIdx: 120, QueryIdx: 341

Matches for frag_eroded_23.png:
Distance: 45.0, TrainIdx: 197, QueryIdx: 143
Distance: 47.0, TrainIdx: 670, QueryIdx: 617
Distance: 47.0, TrainIdx: 95, QueryIdx: 780
Distance: 48.0, TrainIdx: 633, QueryIdx: 433
Distance: 49.0, TrainIdx: 831, QueryIdx: 165
Distance: 49.0, TrainIdx: 305, QueryIdx: 173
Distance: 49.0, TrainIdx: 492, QueryIdx: 581
Distance: 49.0, TrainIdx: 516, QueryIdx: 634
Distance: 49.0, TrainIdx: 726, QueryIdx: 682
Distance: 49.0, TrainIdx: 150, QueryIdx: 1024

Matches for frag_eroded_230.png:
Distance: 48.0, TrainIdx: 283, QueryIdx: 248
Distance: 49.0, TrainIdx: 243, QueryIdx: 1026
Distance: 50.0, TrainIdx: 123, QueryIdx: 52
Distance: 50.0, TrainIdx: 294, QueryIdx: 150
Distance: 50.0, TrainIdx: 246, QueryIdx: 383
Distance: 50.0, TrainIdx: 44, QueryIdx: 449
Distance: 51.0, TrainIdx: 313, QueryIdx: 131
Distance: 51.0, TrainIdx: 173, QueryIdx: 165
Distance: 52.0, TrainIdx: 38, QueryIdx: 173
Distance: 52.0, TrainIdx: 33, QueryIdx: 780

Matches for frag_eroded_231.png:
Distance: 47.0, TrainIdx: 520, QueryIdx: 867
Distance: 49.0, TrainIdx: 680, QueryIdx: 634
Distance: 49.0, TrainIdx: 336, QueryIdx: 871
Distance: 50.0, TrainIdx: 438, QueryIdx: 978
Distance: 51.0, TrainIdx: 436, QueryIdx: 165
Distance: 51.0, TrainIdx: 647, QueryIdx: 540
Distance: 52.0, TrainIdx: 678, QueryIdx: 548
Distance: 53.0, TrainIdx: 317, QueryIdx: 1017
Distance: 54.0, TrainIdx: 652, QueryIdx: 73
Distance: 54.0, TrainIdx: 429, QueryIdx: 164

Matches for frag_eroded_232.png:
Distance: 47.0, TrainIdx: 218, QueryIdx: 548
Distance: 49.0, TrainIdx: 370, QueryIdx: 871
Distance: 51.0, TrainIdx: 398, QueryIdx: 131
Distance: 51.0, TrainIdx: 9, QueryIdx: 246
Distance: 51.0, TrainIdx: 421, QueryIdx: 248
Distance: 51.0, TrainIdx: 3, QueryIdx: 381
Distance: 51.0, TrainIdx: 192, QueryIdx: 410
Distance: 53.0, TrainIdx: 430, QueryIdx: 978
Distance: 54.0, TrainIdx: 215, QueryIdx: 229
Distance: 54.0, TrainIdx: 73, QueryIdx: 631

Matches for frag_eroded_233.png:
Distance: 53.0, TrainIdx: 117, QueryIdx: 131
Distance: 57.0, TrainIdx: 179, QueryIdx: 136
Distance: 57.0, TrainIdx: 131, QueryIdx: 548
Distance: 60.0, TrainIdx: 158, QueryIdx: 541
Distance: 63.0, TrainIdx: 94, QueryIdx: 2
Distance: 63.0, TrainIdx: 119, QueryIdx: 425
Distance: 64.0, TrainIdx: 165, QueryIdx: 186
Distance: 64.0, TrainIdx: 92, QueryIdx: 400
Distance: 64.0, TrainIdx: 170, QueryIdx: 462
Distance: 66.0, TrainIdx: 133, QueryIdx: 841

Matches for frag_eroded_234.png:
Distance: 37.0, TrainIdx: 126, QueryIdx: 403
Distance: 37.0, TrainIdx: 86, QueryIdx: 413
Distance: 42.0, TrainIdx: 80, QueryIdx: 551
Distance: 44.0, TrainIdx: 6, QueryIdx: 869
Distance: 46.0, TrainIdx: 177, QueryIdx: 73
Distance: 46.0, TrainIdx: 7, QueryIdx: 186
Distance: 46.0, TrainIdx: 149, QueryIdx: 1002
Distance: 47.0, TrainIdx: 14, QueryIdx: 2
Distance: 47.0, TrainIdx: 147, QueryIdx: 165
Distance: 48.0, TrainIdx: 81, QueryIdx: 12

Matches for frag_eroded_235.png:
Distance: 48.0, TrainIdx: 431, QueryIdx: 131
Distance: 48.0, TrainIdx: 113, QueryIdx: 252
Distance: 48.0, TrainIdx: 288, QueryIdx: 876
Distance: 49.0, TrainIdx: 237, QueryIdx: 602
Distance: 49.0, TrainIdx: 87, QueryIdx: 926
Distance: 51.0, TrainIdx: 93, QueryIdx: 335
Distance: 51.0, TrainIdx: 282, QueryIdx: 930
Distance: 52.0, TrainIdx: 204, QueryIdx: 73
Distance: 52.0, TrainIdx: 89, QueryIdx: 485
Distance: 52.0, TrainIdx: 207, QueryIdx: 848

Matches for frag_eroded_236.png:
Distance: 55.0, TrainIdx: 30, QueryIdx: 383
Distance: 55.0, TrainIdx: 82, QueryIdx: 910
Distance: 56.0, TrainIdx: 115, QueryIdx: 131
Distance: 60.0, TrainIdx: 100, QueryIdx: 136
Distance: 60.0, TrainIdx: 7, QueryIdx: 257
Distance: 60.0, TrainIdx: 103, QueryIdx: 541
Distance: 61.0, TrainIdx: 109, QueryIdx: 462
Distance: 61.0, TrainIdx: 79, QueryIdx: 869
Distance: 68.0, TrainIdx: 21, QueryIdx: 770
Distance: 68.0, TrainIdx: 132, QueryIdx: 922

Matches for frag_eroded_237.png:
Distance: 44.0, TrainIdx: 43, QueryIdx: 165
Distance: 50.0, TrainIdx: 231, QueryIdx: 400
Distance: 52.0, TrainIdx: 7, QueryIdx: 248
Distance: 53.0, TrainIdx: 114, QueryIdx: 383
Distance: 53.0, TrainIdx: 195, QueryIdx: 433
Distance: 53.0, TrainIdx: 160, QueryIdx: 932
Distance: 55.0, TrainIdx: 146, QueryIdx: 381
Distance: 56.0, TrainIdx: 202, QueryIdx: 957
Distance: 57.0, TrainIdx: 275, QueryIdx: 131
Distance: 57.0, TrainIdx: 54, QueryIdx: 215

Matches for frag_eroded_238.png:
Distance: 42.0, TrainIdx: 154, QueryIdx: 485
Distance: 45.0, TrainIdx: 437, QueryIdx: 165
Distance: 45.0, TrainIdx: 303, QueryIdx: 533
Distance: 46.0, TrainIdx: 332, QueryIdx: 381
Distance: 46.0, TrainIdx: 554, QueryIdx: 1007
Distance: 47.0, TrainIdx: 192, QueryIdx: 901
Distance: 49.0, TrainIdx: 157, QueryIdx: 61
Distance: 49.0, TrainIdx: 204, QueryIdx: 186
Distance: 50.0, TrainIdx: 188, QueryIdx: 327
Distance: 51.0, TrainIdx: 184, QueryIdx: 73

Matches for frag_eroded_239.png:
Distance: 52.0, TrainIdx: 228, QueryIdx: 548
Distance: 54.0, TrainIdx: 39, QueryIdx: 52
Distance: 55.0, TrainIdx: 229, QueryIdx: 131
Distance: 55.0, TrainIdx: 230, QueryIdx: 136
Distance: 55.0, TrainIdx: 29, QueryIdx: 383
Distance: 55.0, TrainIdx: 63, QueryIdx: 462
Distance: 56.0, TrainIdx: 209, QueryIdx: 425
Distance: 57.0, TrainIdx: 26, QueryIdx: 468
Distance: 57.0, TrainIdx: 222, QueryIdx: 541
Distance: 57.0, TrainIdx: 205, QueryIdx: 910

Matches for frag_eroded_24.png:
Distance: 46.0, TrainIdx: 524, QueryIdx: 1014
Distance: 48.0, TrainIdx: 249, QueryIdx: 896
Distance: 50.0, TrainIdx: 617, QueryIdx: 196
Distance: 50.0, TrainIdx: 798, QueryIdx: 932
Distance: 50.0, TrainIdx: 303, QueryIdx: 1021
Distance: 51.0, TrainIdx: 7, QueryIdx: 216
Distance: 51.0, TrainIdx: 432, QueryIdx: 780
Distance: 52.0, TrainIdx: 436, QueryIdx: 795
Distance: 53.0, TrainIdx: 756, QueryIdx: 833
Distance: 53.0, TrainIdx: 626, QueryIdx: 842

Matches for frag_eroded_240.png:
Distance: 51.0, TrainIdx: 210, QueryIdx: 131
Distance: 55.0, TrainIdx: 61, QueryIdx: 462
Distance: 56.0, TrainIdx: 204, QueryIdx: 910
Distance: 61.0, TrainIdx: 185, QueryIdx: 425
Distance: 61.0, TrainIdx: 48, QueryIdx: 1000
Distance: 63.0, TrainIdx: 149, QueryIdx: 383
Distance: 63.0, TrainIdx: 123, QueryIdx: 686
Distance: 64.0, TrainIdx: 194, QueryIdx: 541
Distance: 64.0, TrainIdx: 27, QueryIdx: 696
Distance: 66.0, TrainIdx: 192, QueryIdx: 214

Matches for frag_eroded_241.png:
Distance: 50.0, TrainIdx: 193, QueryIdx: 131
Distance: 53.0, TrainIdx: 94, QueryIdx: 518
Distance: 55.0, TrainIdx: 86, QueryIdx: 971
Distance: 58.0, TrainIdx: 126, QueryIdx: 425
Distance: 60.0, TrainIdx: 21, QueryIdx: 2
Distance: 60.0, TrainIdx: 38, QueryIdx: 173
Distance: 60.0, TrainIdx: 103, QueryIdx: 865
Distance: 61.0, TrainIdx: 183, QueryIdx: 839
Distance: 62.0, TrainIdx: 192, QueryIdx: 533
Distance: 63.0, TrainIdx: 47, QueryIdx: 832

Matches for frag_eroded_242.png:
Distance: 44.0, TrainIdx: 240, QueryIdx: 165
Distance: 47.0, TrainIdx: 121, QueryIdx: 383
Distance: 48.0, TrainIdx: 43, QueryIdx: 876
Distance: 49.0, TrainIdx: 55, QueryIdx: 739
